Experiment	Beetle	Trial	Heading
LPexper.20181128.LowMWayandMushrooms.Wits	7	9	310
LPexper.20181128.LowMWayandMushrooms.Wits	7	10	320
LPexper.20181128.LowMWayandMushrooms.Wits	8	1	260
LPexper.20181128.LowMWayandMushrooms.Wits	8	2	230
LPexper.20181128.LowMWayandMushrooms.Wits	8	3	255
LPexper.20181128.LowMWayandMushrooms.Wits	8	4	260
LPexper.20181128.LowMWayandMushrooms.Wits	8	5	250
LPexper.20181128.LowMWayandMushrooms.Wits	8	6	240
LPexper.20181128.LowMWayandMushrooms.Wits	8	7	235
LPexper.20181128.LowMWayandMushrooms.Wits	8	8	240
LPexper.20181128.LowMWayandMushrooms.Wits	8	9	245
LPexper.20181128.LowMWayandMushrooms.Wits	8	10	250
LPexper.20181128.LowMWayandMushrooms.Wits	9	1	130
LPexper.20181128.LowMWayandMushrooms.Wits	9	2	000
LPexper.20181128.LowMWayandMushrooms.Wits	9	3	155
LPexper.20181128.LowMWayandMushrooms.Wits	9	4	150
LPexper.20181128.LowMWayandMushrooms.Wits	9	5	085
LPexper.20181128.LowMWayandMushrooms.Wits	9	6	150
LPexper.20181128.LowMWayandMushrooms.Wits	9	7	155
LPexper.20181128.LowMWayandMushrooms.Wits	9	8	150
LPexper.20181128.LowMWayandMushrooms.Wits	9	9	170
LPexper.20181128.LowMWayandMushrooms.Wits	9	10	165
LPexper.20181128.LowMWayandMushrooms.Wits	10	1	165
LPexper.20181128.LowMWayandMushrooms.Wits	10	2	335
LPexper.20181128.LowMWayandMushrooms.Wits	10	3	010
LPexper.20181128.LowMWayandMushrooms.Wits	10	4	015
LPexper.20181128.LowMWayandMushrooms.Wits	10	5	350
LPexper.20181128.LowMWayandMushrooms.Wits	10	6	345
LPexper.20181128.LowMWayandMushrooms.Wits	10	7	330
LPexper.20181128.LowMWayandMushrooms.Wits	10	8	355
LPexper.20181128.LowMWayandMushrooms.Wits	10	9	010
LPexper.20181128.LowMWayandMushrooms.Wits	10	10	340
LPexper.20171116.LPexper.lowMWayStonehenge	1	1	315
LPexper.20171116.LPexper.lowMWayStonehenge	1	2	270
LPexper.20171116.LPexper.lowMWayStonehenge	1	3	285
LPexper.20171116.LPexper.lowMWayStonehenge	1	4	275
LPexper.20171116.LPexper.lowMWayStonehenge	1	5	270
LPexper.20171116.LPexper.lowMWayStonehenge	1	6	230
LPexper.20171116.LPexper.lowMWayStonehenge	1	7	225
LPexper.20171116.LPexper.lowMWayStonehenge	1	8	260
LPexper.20171116.LPexper.lowMWayStonehenge	1	9	205
LPexper.20171116.LPexper.lowMWayStonehenge	1	10	265
LPexper.20171116.LPexper.lowMWayStonehenge	2	1	240
LPexper.20171116.LPexper.lowMWayStonehenge	2	2	260
LPexper.20171116.LPexper.lowMWayStonehenge	2	3	240
LPexper.20171116.LPexper.lowMWayStonehenge	2	4	270
LPexper.20171116.LPexper.lowMWayStonehenge	2	5	295
LPexper.20171116.LPexper.lowMWayStonehenge	2	6	180
LPexper.20171116.LPexper.lowMWayStonehenge	2	7	205
LPexper.20171116.LPexper.lowMWayStonehenge	2	8	200
LPexper.20171116.LPexper.lowMWayStonehenge	2	9	140
LPexper.20171116.LPexper.lowMWayStonehenge	2	10	050
LPexper.20171116.LPexper.lowMWayStonehenge	3	1	260
LPexper.20171116.LPexper.lowMWayStonehenge	3	2	215
LPexper.20171116.LPexper.lowMWayStonehenge	3	3	170
LPexper.20171116.LPexper.lowMWayStonehenge	3	4	270
LPexper.20171116.LPexper.lowMWayStonehenge	3	5	290
LPexper.20171116.LPexper.lowMWayStonehenge	3	6	210
LPexper.20171116.LPexper.lowMWayStonehenge	3	7	205
LPexper.20171116.LPexper.lowMWayStonehenge	3	8	200
LPexper.20171116.LPexper.lowMWayStonehenge	3	9	145
LPexper.20171116.LPexper.lowMWayStonehenge	3	10	NA
LPexper.20171116.LPexper.lowMWayStonehenge	4	1	265
LPexper.20171116.LPexper.lowMWayStonehenge	4	2	280
LPexper.20171116.LPexper.lowMWayStonehenge	4	3	340
LPexper.20171116.LPexper.lowMWayStonehenge	4	4	260
LPexper.20171116.LPexper.lowMWayStonehenge	4	5	260
LPexper.20171116.LPexper.lowMWayStonehenge	4	6	195
LPexper.20171116.LPexper.lowMWayStonehenge	4	7	255
LPexper.20171116.LPexper.lowMWayStonehenge	4	8	185
LPexper.20171116.LPexper.lowMWayStonehenge	4	9	210
LPexper.20171116.LPexper.lowMWayStonehenge	4	10	NA
LPexper.20171116.LPexper.lowMWayStonehenge	5	1	215
LPexper.20171116.LPexper.lowMWayStonehenge	5	2	220
LPexper.20171116.LPexper.lowMWayStonehenge	5	3	210
LPexper.20171116.LPexper.lowMWayStonehenge	5	4	215
LPexper.20171116.LPexper.lowMWayStonehenge	5	5	215
LPexper.20171116.LPexper.lowMWayStonehenge	5	6	190
LPexper.20171116.LPexper.lowMWayStonehenge	5	7	195
LPexper.20171116.LPexper.lowMWayStonehenge	5	8	220
LPexper.20171116.LPexper.lowMWayStonehenge	5	9	220
LPexper.20171116.LPexper.lowMWayStonehenge	5	10	NA
LPexper.20171116.LPexper.lowMWayStonehenge	6	1	160
LPexper.20171116.LPexper.lowMWayStonehenge	6	2	130
LPexper.20171116.LPexper.lowMWayStonehenge	6	3	155
LPexper.20171116.LPexper.lowMWayStonehenge	6	4	160
LPexper.20171116.LPexper.lowMWayStonehenge	6	5	205
LPexper.20171116.LPexper.lowMWayStonehenge	6	6	225
LPexper.20171116.LPexper.lowMWayStonehenge	6	7	215
LPexper.20171116.LPexper.lowMWayStonehenge	6	8	215
LPexper.20171116.LPexper.lowMWayStonehenge	6	9	205
LPexper.20171116.LPexper.lowMWayStonehenge	6	10	255
LPexper.20171116.LPexper.lowMWayStonehenge	7	1	110
LPexper.20171116.LPexper.lowMWayStonehenge	7	2	175
LPexper.20171116.LPexper.lowMWayStonehenge	7	3	190
LPexper.20171116.LPexper.lowMWayStonehenge	7	4	195
LPexper.20171116.LPexper.lowMWayStonehenge	7	5	215
LPexper.20171116.LPexper.lowMWayStonehenge	7	6	215
LPexper.20171116.LPexper.lowMWayStonehenge	7	7	350
LPexper.20171116.LPexper.lowMWayStonehenge	7	8	230
LPexper.20171116.LPexper.lowMWayStonehenge	7	9	255
LPexper.20171116.LPexper.lowMWayStonehenge	7	10	190
LPexper.20171116.LPexper.lowMWayStonehenge	8	1	055
LPexper.20171116.LPexper.lowMWayStonehenge	8	2	330
LPexper.20171116.LPexper.lowMWayStonehenge	8	3	305
LPexper.20171116.LPexper.lowMWayStonehenge	8	4	325
LPexper.20171116.LPexper.lowMWayStonehenge	8	5	300
LPexper.20171116.LPexper.lowMWayStonehenge	8	6	285
LPexper.20171116.LPexper.lowMWayStonehenge	8	7	300
LPexper.20171116.LPexper.lowMWayStonehenge	8	8	305
LPexper.20171116.LPexper.lowMWayStonehenge	8	9	335
LPexper.20171116.LPexper.lowMWayStonehenge	8	10	315
LPexper.20171116.LPexper.lowMWayStonehenge	9	1	285
LPexper.20171116.LPexper.lowMWayStonehenge	9	2	255
LPexper.20171116.LPexper.lowMWayStonehenge	9	3	330
LPexper.20171116.LPexper.lowMWayStonehenge	9	4	300
LPexper.20171116.LPexper.lowMWayStonehenge	9	5	125
LPexper.20171116.LPexper.lowMWayStonehenge	9	6	320
LPexper.20171116.LPexper.lowMWayStonehenge	9	7	305
LPexper.20171116.LPexper.lowMWayStonehenge	9	8	275
LPexper.20171116.LPexper.lowMWayStonehenge	9	9	280
LPexper.20171116.LPexper.lowMWayStonehenge	9	10	NA
LPexper.20171116.LPexper.lowMWayStonehenge	10	1	165
LPexper.20171116.LPexper.lowMWayStonehenge	10	2	150
LPexper.20171116.LPexper.lowMWayStonehenge	10	3	235
LPexper.20171116.LPexper.lowMWayStonehenge	10	4	300
LPexper.20171116.LPexper.lowMWayStonehenge	10	5	290
LPexper.20171116.LPexper.lowMWayStonehenge	10	6	305
LPexper.20171116.LPexper.lowMWayStonehenge	10	7	230
LPexper.20171116.LPexper.lowMWayStonehenge	10	8	285
LPexper.20171116.LPexper.lowMWayStonehenge	10	9	240
LPexper.20171116.LPexper.lowMWayStonehenge	10	10	215
LPexper.20171121.LPexper.VerandaThornwood	1	1	140
LPexper.20171121.LPexper.VerandaThornwood	1	2	120
LPexper.20171121.LPexper.VerandaThornwood	1	3	070
LPexper.20171121.LPexper.VerandaThornwood	1	4	070
LPexper.20171121.LPexper.VerandaThornwood	1	5	065
LPexper.20171121.LPexper.VerandaThornwood	1	6	075
LPexper.20171121.LPexper.VerandaThornwood	1	7	050
LPexper.20171121.LPexper.VerandaThornwood	1	8	080
LPexper.20171121.LPexper.VerandaThornwood	1	9	070
LPexper.20171121.LPexper.VerandaThornwood	1	10	055
LPexper.20171121.LPexper.VerandaThornwood	2	1	180
LPexper.20171121.LPexper.VerandaThornwood	2	2	215
LPexper.20171121.LPexper.VerandaThornwood	2	3	205
LPexper.20171121.LPexper.VerandaThornwood	2	4	210
LPexper.20171121.LPexper.VerandaThornwood	2	5	210
LPexper.20171121.LPexper.VerandaThornwood	2	6	205
LPexper.20171121.LPexper.VerandaThornwood	2	7	210
LPexper.20171121.LPexper.VerandaThornwood	2	8	215
LPexper.20171121.LPexper.VerandaThornwood	2	9	225
LPexper.20171121.LPexper.VerandaThornwood	2	10	210
LPexper.20171121.LPexper.VerandaThornwood	3	1	100
LPexper.20171121.LPexper.VerandaThornwood	3	2	130
LPexper.20171121.LPexper.VerandaThornwood	3	3	190
LPexper.20171121.LPexper.VerandaThornwood	3	4	245
LPexper.20171121.LPexper.VerandaThornwood	3	5	325
LPexper.20171121.LPexper.VerandaThornwood	3	6	245
LPexper.20171121.LPexper.VerandaThornwood	3	7	325
LPexper.20171121.LPexper.VerandaThornwood	3	8	240
LPexper.20171121.LPexper.VerandaThornwood	3	9	235
LPexper.20171121.LPexper.VerandaThornwood	3	10	240
LPexper.20171121.LPexper.VerandaThornwood	4	1	165
LPexper.20171121.LPexper.VerandaThornwood	4	2	195
LPexper.20171121.LPexper.VerandaThornwood	4	3	185
LPexper.20171121.LPexper.VerandaThornwood	4	4	175
LPexper.20171121.LPexper.VerandaThornwood	4	5	185
LPexper.20171121.LPexper.VerandaThornwood	4	6	180
LPexper.20171121.LPexper.VerandaThornwood	4	7	190
LPexper.20171121.LPexper.VerandaThornwood	4	8	195
LPexper.20171121.LPexper.VerandaThornwood	4	9	190
LPexper.20171121.LPexper.VerandaThornwood	4	10	195
LPexper.20171121.LPexper.VerandaThornwood	5	1	055
LPexper.20171121.LPexper.VerandaThornwood	5	2	080
LPexper.20171121.LPexper.VerandaThornwood	5	3	070
LPexper.20171121.LPexper.VerandaThornwood	5	4	055
LPexper.20171121.LPexper.VerandaThornwood	5	5	120
LPexper.20171121.LPexper.VerandaThornwood	5	6	075
LPexper.20171121.LPexper.VerandaThornwood	5	7	060
LPexper.20171121.LPexper.VerandaThornwood	5	8	065
LPexper.20171121.LPexper.VerandaThornwood	5	9	060
LPexper.20171121.LPexper.VerandaThornwood	5	10	065
LPexper.20171121.LPexper.VerandaThornwood	6	1	065
LPexper.20171121.LPexper.VerandaThornwood	6	2	125
LPexper.20171121.LPexper.VerandaThornwood	6	3	175
LPexper.20171121.LPexper.VerandaThornwood	6	4	190
LPexper.20171121.LPexper.VerandaThornwood	6	5	180
LPexper.20171121.LPexper.VerandaThornwood	6	6	160
LPexper.20171121.LPexper.VerandaThornwood	6	7	175
LPexper.20171121.LPexper.VerandaThornwood	6	8	195
LPexper.20171121.LPexper.VerandaThornwood	6	9	175
LPexper.20171121.LPexper.VerandaThornwood	6	10	180
LPexper.20171121.LPexper.VerandaThornwood	7	1	020
LPexper.20171121.LPexper.VerandaThornwood	7	2	015
LPexper.20171121.LPexper.VerandaThornwood	7	3	015
LPexper.20171121.LPexper.VerandaThornwood	7	4	000
LPexper.20171121.LPexper.VerandaThornwood	7	5	004
LPexper.20171121.LPexper.VerandaThornwood	7	6	325
LPexper.20171121.LPexper.VerandaThornwood	7	7	335
LPexper.20171121.LPexper.VerandaThornwood	7	8	335
LPexper.20171121.LPexper.VerandaThornwood	7	9	345
LPexper.20171121.LPexper.VerandaThornwood	7	10	330
LPexper.20171121.LPexper.VerandaThornwood	8	1	245
LPexper.20171121.LPexper.VerandaThornwood	8	2	265
LPexper.20171121.LPexper.VerandaThornwood	8	3	220
LPexper.20171121.LPexper.VerandaThornwood	8	4	280
LPexper.20171121.LPexper.VerandaThornwood	8	5	315
LPexper.20171121.LPexper.VerandaThornwood	8	6	315
LPexper.20171121.LPexper.VerandaThornwood	8	7	310
LPexper.20171121.LPexper.VerandaThornwood	8	8	320
LPexper.20171121.LPexper.VerandaThornwood	8	9	320
LPexper.20171121.LPexper.VerandaThornwood	8	10	320
LPexper.20171121.LPexper.VerandaThornwood	9	1	185
LPexper.20171121.LPexper.VerandaThornwood	9	2	200
LPexper.20171121.LPexper.VerandaThornwood	9	3	215
LPexper.20171121.LPexper.VerandaThornwood	9	4	220
LPexper.20171121.LPexper.VerandaThornwood	9	5	195
LPexper.20171121.LPexper.VerandaThornwood	9	6	210
LPexper.20171121.LPexper.VerandaThornwood	9	7	205
LPexper.20171121.LPexper.VerandaThornwood	9	8	190
LPexper.20171121.LPexper.VerandaThornwood	9	9	225
LPexper.20171121.LPexper.VerandaThornwood	9	10	200
LPexper.20171121.LPexper.VerandaThornwood	10	1	065
LPexper.20171121.LPexper.VerandaThornwood	10	2	040
LPexper.20171121.LPexper.VerandaThornwood	10	3	015
LPexper.20171121.LPexper.VerandaThornwood	10	4	050
LPexper.20171121.LPexper.VerandaThornwood	10	5	045
LPexper.20171121.LPexper.VerandaThornwood	10	6	035
LPexper.20171121.LPexper.VerandaThornwood	10	7	025
LPexper.20171121.LPexper.VerandaThornwood	10	8	030
LPexper.20171121.LPexper.VerandaThornwood	10	9	060
LPexper.20171121.LPexper.VerandaThornwood	10	10	020
LPexper.20191120.OvercastMarcusWallsBergsig	1	1	310
LPexper.20191120.OvercastMarcusWallsBergsig	1	2	310
LPexper.20191120.OvercastMarcusWallsBergsig	1	3	030
LPexper.20191120.OvercastMarcusWallsBergsig	1	4	120
LPexper.20191120.OvercastMarcusWallsBergsig	1	5	035
LPexper.20191120.OvercastMarcusWallsBergsig	1	6	230
LPexper.20191120.OvercastMarcusWallsBergsig	1	7	150
LPexper.20191120.OvercastMarcusWallsBergsig	1	8	220
LPexper.20191120.OvercastMarcusWallsBergsig	1	9	240
LPexper.20191120.OvercastMarcusWallsBergsig	1	10	000
LPexper.20191120.OvercastMarcusWallsBergsig	2	1	275
LPexper.20191120.OvercastMarcusWallsBergsig	2	2	010
LPexper.20191120.OvercastMarcusWallsBergsig	2	3	205
LPexper.20191120.OvercastMarcusWallsBergsig	2	4	150
LPexper.20191120.OvercastMarcusWallsBergsig	2	5	240
LPexper.20191120.OvercastMarcusWallsBergsig	2	6	285
LPexper.20191120.OvercastMarcusWallsBergsig	2	7	025
LPexper.20191120.OvercastMarcusWallsBergsig	2	8	030
LPexper.20191120.OvercastMarcusWallsBergsig	2	9	240
LPexper.20191120.OvercastMarcusWallsBergsig	2	10	110
LPexper.20191120.OvercastMarcusWallsBergsig	3	1	350
LPexper.20191120.OvercastMarcusWallsBergsig	3	2	140
LPexper.20191120.OvercastMarcusWallsBergsig	3	3	240
LPexper.20191120.OvercastMarcusWallsBergsig	3	4	145
LPexper.20191120.OvercastMarcusWallsBergsig	3	5	150
LPexper.20191120.OvercastMarcusWallsBergsig	3	6	260
LPexper.20191120.OvercastMarcusWallsBergsig	3	7	210
LPexper.20191120.OvercastMarcusWallsBergsig	3	8	310
LPexper.20191120.OvercastMarcusWallsBergsig	3	9	130
LPexper.20191120.OvercastMarcusWallsBergsig	3	10	340
LPexper.20191120.OvercastMarcusWallsBergsig	4	1	230
LPexper.20191120.OvercastMarcusWallsBergsig	4	2	010
LPexper.20191120.OvercastMarcusWallsBergsig	4	3	010
LPexper.20191120.OvercastMarcusWallsBergsig	4	4	320
LPexper.20191120.OvercastMarcusWallsBergsig	4	5	320
LPexper.20191120.OvercastMarcusWallsBergsig	4	6	230
LPexper.20191120.OvercastMarcusWallsBergsig	4	7	190
LPexper.20191120.OvercastMarcusWallsBergsig	4	8	050
LPexper.20191120.OvercastMarcusWallsBergsig	4	9	310
LPexper.20191120.OvercastMarcusWallsBergsig	4	10	130
LPexper.20191120.OvercastMarcusWallsBergsig	5	1	295
LPexper.20191120.OvercastMarcusWallsBergsig	5	2	170
LPexper.20191120.OvercastMarcusWallsBergsig	5	3	100
LPexper.20191120.OvercastMarcusWallsBergsig	5	4	140
LPexper.20191120.OvercastMarcusWallsBergsig	5	5	030
LPexper.20191120.OvercastMarcusWallsBergsig	5	6	090
LPexper.20191120.OvercastMarcusWallsBergsig	5	7	300
LPexper.20191120.OvercastMarcusWallsBergsig	5	8	110
LPexper.20191120.OvercastMarcusWallsBergsig	5	9	350
LPexper.20191120.OvercastMarcusWallsBergsig	5	10	030
LPexper.20191120.OvercastMarcusWallsBergsig	6	1	170
LPexper.20191120.OvercastMarcusWallsBergsig	6	2	270
LPexper.20191120.OvercastMarcusWallsBergsig	6	3	110
LPexper.20191120.OvercastMarcusWallsBergsig	6	4	035
LPexper.20191120.OvercastMarcusWallsBergsig	6	5	060
LPexper.20191120.OvercastMarcusWallsBergsig	6	6	040
LPexper.20191120.OvercastMarcusWallsBergsig	6	7	020
LPexper.20191120.OvercastMarcusWallsBergsig	6	8	230
LPexper.20191120.OvercastMarcusWallsBergsig	6	9	250
LPexper.20191120.OvercastMarcusWallsBergsig	6	10	100
LPexper.20191120.OvercastMarcusWallsBergsig	7	1	340
LPexper.20191120.OvercastMarcusWallsBergsig	7	2	060
LPexper.20191120.OvercastMarcusWallsBergsig	7	3	110
LPexper.20191120.OvercastMarcusWallsBergsig	7	4	060
LPexper.20191120.OvercastMarcusWallsBergsig	7	5	050
LPexper.20191120.OvercastMarcusWallsBergsig	7	6	320
LPexper.20191120.OvercastMarcusWallsBergsig	7	7	100
LPexper.20191120.OvercastMarcusWallsBergsig	7	8	305
LPexper.20191120.OvercastMarcusWallsBergsig	7	9	255
LPexper.20191120.OvercastMarcusWallsBergsig	7	10	170
LPexper.20191120.OvercastMarcusWallsBergsig	8	1	325
LPexper.20191120.OvercastMarcusWallsBergsig	8	2	160
LPexper.20191120.OvercastMarcusWallsBergsig	8	3	220
LPexper.20191120.OvercastMarcusWallsBergsig	8	4	160
LPexper.20191120.OvercastMarcusWallsBergsig	8	5	090
LPexper.20191120.OvercastMarcusWallsBergsig	8	6	200
LPexper.20191120.OvercastMarcusWallsBergsig	8	7	310
LPexper.20191120.OvercastMarcusWallsBergsig	8	8	030
LPexper.20191120.OvercastMarcusWallsBergsig	8	9	020
LPexper.20191120.OvercastMarcusWallsBergsig	8	10	180
LPexper.20191120.OvercastMarcusWallsBergsig	9	1	300
LPexper.20191120.OvercastMarcusWallsBergsig	9	2	330
LPexper.20191120.OvercastMarcusWallsBergsig	9	3	290
LPexper.20191120.OvercastMarcusWallsBergsig	9	4	330
LPexper.20191120.OvercastMarcusWallsBergsig	9	5	220
LPexper.20191120.OvercastMarcusWallsBergsig	9	6	230
LPexper.20191120.OvercastMarcusWallsBergsig	9	7	030
LPexper.20191120.OvercastMarcusWallsBergsig	9	8	350
LPexper.20191120.OvercastMarcusWallsBergsig	9	9	200
LPexper.20191120.OvercastMarcusWallsBergsig	9	10	150
LPexper.20191120.OvercastMarcusWallsBergsig	10	1	130
LPexper.20191120.OvercastMarcusWallsBergsig	10	2	130
LPexper.20191120.OvercastMarcusWallsBergsig	10	3	130
LPexper.20191120.OvercastMarcusWallsBergsig	10	4	350
LPexper.20191120.OvercastMarcusWallsBergsig	10	5	015
LPexper.20191120.OvercastMarcusWallsBergsig	10	6	330
LPexper.20191120.OvercastMarcusWallsBergsig	10	7	140
LPexper.20191120.OvercastMarcusWallsBergsig	10	8	020
LPexper.20191120.OvercastMarcusWallsBergsig	10	9	010
LPexper.20191120.OvercastMarcusWallsBergsig	10	10	030
LPexper.20191125.ClearMarcusWallsBergsig	1	1	180
LPexper.20191125.ClearMarcusWallsBergsig	1	2	250
LPexper.20191125.ClearMarcusWallsBergsig	1	3	350
LPexper.20191125.ClearMarcusWallsBergsig	1	4	190
LPexper.20191125.ClearMarcusWallsBergsig	1	5	035
LPexper.20191125.ClearMarcusWallsBergsig	1	6	130
LPexper.20191125.ClearMarcusWallsBergsig	1	7	130
LPexper.20191125.ClearMarcusWallsBergsig	1	8	230
LPexper.20191125.ClearMarcusWallsBergsig	1	9	050
LPexper.20191125.ClearMarcusWallsBergsig	1	10	250
LPexper.20191125.ClearMarcusWallsBergsig	2	1	075
LPexper.20191125.ClearMarcusWallsBergsig	2	2	350
LPexper.20191125.ClearMarcusWallsBergsig	2	3	045
LPexper.20191125.ClearMarcusWallsBergsig	2	4	310
LPexper.20191125.ClearMarcusWallsBergsig	2	5	045
LPexper.20191125.ClearMarcusWallsBergsig	2	6	240
LPexper.20191125.ClearMarcusWallsBergsig	2	7	030
LPexper.20191125.ClearMarcusWallsBergsig	2	8	090
LPexper.20191125.ClearMarcusWallsBergsig	2	9	080
LPexper.20191125.ClearMarcusWallsBergsig	2	10	150
LPexper.20191125.ClearMarcusWallsBergsig	3	1	285
LPexper.20191125.ClearMarcusWallsBergsig	3	2	080
LPexper.20191125.ClearMarcusWallsBergsig	3	3	250
LPexper.20191125.ClearMarcusWallsBergsig	3	4	025
LPexper.20191125.ClearMarcusWallsBergsig	3	5	080
LPexper.20191125.ClearMarcusWallsBergsig	3	6	090
LPexper.20191125.ClearMarcusWallsBergsig	3	7	170
LPexper.20191125.ClearMarcusWallsBergsig	3	8	190
LPexper.20191125.ClearMarcusWallsBergsig	3	9	320
LPexper.20191125.ClearMarcusWallsBergsig	3	10	230
LPexper.20191125.ClearMarcusWallsBergsig	4	1	350
LPexper.20191125.ClearMarcusWallsBergsig	4	2	010
LPexper.20191125.ClearMarcusWallsBergsig	4	3	050
LPexper.20191125.ClearMarcusWallsBergsig	4	4	310
LPexper.20191125.ClearMarcusWallsBergsig	4	5	305
LPexper.20191125.ClearMarcusWallsBergsig	4	6	035
LPexper.20191125.ClearMarcusWallsBergsig	4	7	340
LPexper.20191125.ClearMarcusWallsBergsig	4	8	350
LPexper.20191125.ClearMarcusWallsBergsig	4	9	025
LPexper.20191125.ClearMarcusWallsBergsig	4	10	330
LPexper.20191125.ClearMarcusWallsBergsig	5	1	330
LPexper.20191125.ClearMarcusWallsBergsig	5	2	290
LPexper.20191125.ClearMarcusWallsBergsig	5	3	265
LPexper.20191125.ClearMarcusWallsBergsig	5	4	260
LPexper.20191125.ClearMarcusWallsBergsig	5	5	310
LPexper.20191125.ClearMarcusWallsBergsig	5	6	290
LPexper.20191125.ClearMarcusWallsBergsig	5	7	355
LPexper.20191125.ClearMarcusWallsBergsig	5	8	345
LPexper.20191125.ClearMarcusWallsBergsig	5	9	265
LPexper.20191125.ClearMarcusWallsBergsig	5	10	280
LPexper.20191125.ClearMarcusWallsBergsig	6	1	075
LPexper.20191125.ClearMarcusWallsBergsig	6	2	270
LPexper.20191125.ClearMarcusWallsBergsig	6	3	200
LPexper.20191125.ClearMarcusWallsBergsig	6	4	180
LPexper.20191125.ClearMarcusWallsBergsig	6	5	185
LPexper.20191125.ClearMarcusWallsBergsig	6	6	075
LPexper.20191125.ClearMarcusWallsBergsig	6	7	215
LPexper.20191125.ClearMarcusWallsBergsig	6	8	270
LPexper.20191125.ClearMarcusWallsBergsig	6	9	230
LPexper.20191125.ClearMarcusWallsBergsig	6	10	290
LPexper.20191125.ClearMarcusWallsBergsig	7	1	020
LPexper.20191125.ClearMarcusWallsBergsig	7	2	220
LPexper.20191125.ClearMarcusWallsBergsig	7	3	345
LPexper.20191125.ClearMarcusWallsBergsig	7	4	090
LPexper.20191125.ClearMarcusWallsBergsig	7	5	140
LPexper.20191125.ClearMarcusWallsBergsig	7	6	180
LPexper.20191125.ClearMarcusWallsBergsig	7	7	060
LPexper.20191125.ClearMarcusWallsBergsig	7	8	200
LPexper.20191125.ClearMarcusWallsBergsig	7	9	230
LPexper.20191125.ClearMarcusWallsBergsig	7	10	070
LPexper.20191125.ClearMarcusWallsBergsig	8	1	280
LPexper.20191125.ClearMarcusWallsBergsig	8	2	250
LPexper.20191125.ClearMarcusWallsBergsig	8	3	200
LPexper.20191125.ClearMarcusWallsBergsig	8	4	260
LPexper.20191125.ClearMarcusWallsBergsig	8	5	260
LPexper.20191125.ClearMarcusWallsBergsig	8	6	275
LPexper.20191125.ClearMarcusWallsBergsig	8	7	280
LPexper.20191125.ClearMarcusWallsBergsig	8	8	230
LPexper.20191125.ClearMarcusWallsBergsig	8	9	160
LPexper.20191125.ClearMarcusWallsBergsig	8	10	280
LPexper.20191125.ClearMarcusWallsBergsig	9	1	320
LPexper.20191125.ClearMarcusWallsBergsig	9	2	300
LPexper.20191125.ClearMarcusWallsBergsig	9	3	310
LPexper.20191125.ClearMarcusWallsBergsig	9	4	270
LPexper.20191125.ClearMarcusWallsBergsig	9	5	250
LPexper.20191125.ClearMarcusWallsBergsig	9	6	030
LPexper.20191125.ClearMarcusWallsBergsig	9	7	170
LPexper.20191125.ClearMarcusWallsBergsig	9	8	290
LPexper.20191125.ClearMarcusWallsBergsig	9	9	290
LPexper.20191125.ClearMarcusWallsBergsig	9	10	260
LPexper.20191125.ClearMarcusWallsBergsig	10	1	120
LPexper.20191125.ClearMarcusWallsBergsig	10	2	180
LPexper.20191125.ClearMarcusWallsBergsig	10	3	030
LPexper.20191125.ClearMarcusWallsBergsig	10	4	135
LPexper.20191125.ClearMarcusWallsBergsig	10	5	210
LPexper.20191125.ClearMarcusWallsBergsig	10	6	220
LPexper.20191125.ClearMarcusWallsBergsig	10	7	260
LPexper.20191125.ClearMarcusWallsBergsig	10	8	190
LPexper.20191125.ClearMarcusWallsBergsig	10	9	160
LPexper.20191125.ClearMarcusWallsBergsig	10	10	085
LPexper.20191122.ClearMarcusWallsWits	1	1	020
LPexper.20191122.ClearMarcusWallsWits	1	2	320
LPexper.20191122.ClearMarcusWallsWits	1	3	240
LPexper.20191122.ClearMarcusWallsWits	1	4	270
LPexper.20191122.ClearMarcusWallsWits	1	5	280
LPexper.20191122.ClearMarcusWallsWits	1	6	250
LPexper.20191122.ClearMarcusWallsWits	1	7	310
LPexper.20191122.ClearMarcusWallsWits	1	8	250
LPexper.20191122.ClearMarcusWallsWits	1	9	290
LPexper.20191122.ClearMarcusWallsWits	1	10	270
LPexper.20191122.ClearMarcusWallsWits	2	1	130
LPexper.20191122.ClearMarcusWallsWits	2	2	150
LPexper.20191122.ClearMarcusWallsWits	2	3	140
LPexper.20191122.ClearMarcusWallsWits	2	4	175
LPexper.20191122.ClearMarcusWallsWits	2	5	150
LPexper.20191122.ClearMarcusWallsWits	2	6	170
LPexper.20191122.ClearMarcusWallsWits	2	7	210
LPexper.20191122.ClearMarcusWallsWits	2	8	170
LPexper.20191122.ClearMarcusWallsWits	2	9	160
LPexper.20191122.ClearMarcusWallsWits	2	10	230
LPexper.20191122.CloudsMarcusWallsWits	3	1	220
LPexper.20191122.CloudsMarcusWallsWits	3	2	170
LPexper.20191122.CloudsMarcusWallsWits	3	3	260
LPexper.20191122.CloudsMarcusWallsWits	3	4	160
LPexper.20191122.CloudsMarcusWallsWits	3	5	190
LPexper.20191122.CloudsMarcusWallsWits	3	6	250
LPexper.20191122.CloudsMarcusWallsWits	3	7	220
LPexper.20191122.CloudsMarcusWallsWits	3	8	020
LPexper.20191122.CloudsMarcusWallsWits	3	9	230
LPexper.20191122.CloudsMarcusWallsWits	3	10	000
LPexper.20191122.CloudsMarcusWallsWits	4	1	270
