"Experiment" "Beetle" "Trial" "Heading" "ShortName" "Indirect" "Direct" "Condition"
"770" "LPexper.20171121.LPexper.OvercastThornwood" 77 10 115 "Overcast
Rural" FALSE FALSE "OvercastRural"
"771" "LPexper.20171121.LPexper.OvercastThornwood" 78 1 190 "Overcast
Rural" FALSE FALSE "OvercastRural"
"772" "LPexper.20171121.LPexper.OvercastThornwood" 78 2 190 "Overcast
Rural" FALSE FALSE "OvercastRural"
"773" "LPexper.20171121.LPexper.OvercastThornwood" 78 3 220 "Overcast
Rural" FALSE FALSE "OvercastRural"
"774" "LPexper.20171121.LPexper.OvercastThornwood" 78 4 180 "Overcast
Rural" FALSE FALSE "OvercastRural"
"775" "LPexper.20171121.LPexper.OvercastThornwood" 78 5 220 "Overcast
Rural" FALSE FALSE "OvercastRural"
"776" "LPexper.20171121.LPexper.OvercastThornwood" 78 6 210 "Overcast
Rural" FALSE FALSE "OvercastRural"
"777" "LPexper.20171121.LPexper.OvercastThornwood" 78 7 155 "Overcast
Rural" FALSE FALSE "OvercastRural"
"778" "LPexper.20171121.LPexper.OvercastThornwood" 78 8 185 "Overcast
Rural" FALSE FALSE "OvercastRural"
"779" "LPexper.20171121.LPexper.OvercastThornwood" 78 9 180 "Overcast
Rural" FALSE FALSE "OvercastRural"
"780" "LPexper.20171121.LPexper.OvercastThornwood" 78 10 190 "Overcast
Rural" FALSE FALSE "OvercastRural"
"781" "LPexper.20171121.LPexper.OvercastThornwood" 79 1 5 "Overcast
Rural" FALSE FALSE "OvercastRural"
"782" "LPexper.20171121.LPexper.OvercastThornwood" 79 2 15 "Overcast
Rural" FALSE FALSE "OvercastRural"
"783" "LPexper.20171121.LPexper.OvercastThornwood" 79 3 5 "Overcast
Rural" FALSE FALSE "OvercastRural"
"784" "LPexper.20171121.LPexper.OvercastThornwood" 79 4 20 "Overcast
Rural" FALSE FALSE "OvercastRural"
"785" "LPexper.20171121.LPexper.OvercastThornwood" 79 5 15 "Overcast
Rural" FALSE FALSE "OvercastRural"
"786" "LPexper.20171121.LPexper.OvercastThornwood" 79 6 0 "Overcast
Rural" FALSE FALSE "OvercastRural"
"787" "LPexper.20171121.LPexper.OvercastThornwood" 79 7 20 "Overcast
Rural" FALSE FALSE "OvercastRural"
"788" "LPexper.20171121.LPexper.OvercastThornwood" 79 8 240 "Overcast
Rural" FALSE FALSE "OvercastRural"
"789" "LPexper.20171121.LPexper.OvercastThornwood" 79 9 245 "Overcast
Rural" FALSE FALSE "OvercastRural"
"790" "LPexper.20171121.LPexper.OvercastThornwood" 79 10 255 "Overcast
Rural" FALSE FALSE "OvercastRural"
"791" "LPexper.20171121.LPexper.OvercastThornwood" 80 1 235 "Overcast
Rural" FALSE FALSE "OvercastRural"
"792" "LPexper.20171121.LPexper.OvercastThornwood" 80 2 245 "Overcast
Rural" FALSE FALSE "OvercastRural"
"793" "LPexper.20171121.LPexper.OvercastThornwood" 80 3 240 "Overcast
Rural" FALSE FALSE "OvercastRural"
"794" "LPexper.20171121.LPexper.OvercastThornwood" 80 4 225 "Overcast
Rural" FALSE FALSE "OvercastRural"
"795" "LPexper.20171121.LPexper.OvercastThornwood" 80 5 225 "Overcast
Rural" FALSE FALSE "OvercastRural"
"796" "LPexper.20171121.LPexper.OvercastThornwood" 80 6 210 "Overcast
Rural" FALSE FALSE "OvercastRural"
"797" "LPexper.20171121.LPexper.OvercastThornwood" 80 7 220 "Overcast
Rural" FALSE FALSE "OvercastRural"
"798" "LPexper.20171121.LPexper.OvercastThornwood" 80 8 215 "Overcast
Rural" FALSE FALSE "OvercastRural"
"799" "LPexper.20171121.LPexper.OvercastThornwood" 80 9 215 "Overcast
Rural" FALSE FALSE "OvercastRural"
"800" "LPexper.20171121.LPexper.OvercastThornwood" 80 10 230 "Overcast
Rural" FALSE FALSE "OvercastRural"
"801" "LPexper.20171121.LPexper.OvercastWits" 81 1 265 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"802" "LPexper.20171121.LPexper.OvercastWits" 81 2 225 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"803" "LPexper.20171121.LPexper.OvercastWits" 81 3 195 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"804" "LPexper.20171121.LPexper.OvercastWits" 81 4 265 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"805" "LPexper.20171121.LPexper.OvercastWits" 81 5 300 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"806" "LPexper.20171121.LPexper.OvercastWits" 81 6 295 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"807" "LPexper.20171121.LPexper.OvercastWits" 81 7 295 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"808" "LPexper.20171121.LPexper.OvercastWits" 81 8 280 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"809" "LPexper.20171121.LPexper.OvercastWits" 81 9 280 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"810" "LPexper.20171121.LPexper.OvercastWits" 81 10 285 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"811" "LPexper.20171121.LPexper.OvercastWits" 82 1 130 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"812" "LPexper.20171121.LPexper.OvercastWits" 82 2 220 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"813" "LPexper.20171121.LPexper.OvercastWits" 82 3 245 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"814" "LPexper.20171121.LPexper.OvercastWits" 82 4 255 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"815" "LPexper.20171121.LPexper.OvercastWits" 82 5 180 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"816" "LPexper.20171121.LPexper.OvercastWits" 82 6 220 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"817" "LPexper.20171121.LPexper.OvercastWits" 82 7 190 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"818" "LPexper.20171121.LPexper.OvercastWits" 82 8 220 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"819" "LPexper.20171121.LPexper.OvercastWits" 82 9 240 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"820" "LPexper.20171121.LPexper.OvercastWits" 82 10 180 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"821" "LPexper.20171121.LPexper.OvercastWits" 83 1 330 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"822" "LPexper.20171121.LPexper.OvercastWits" 83 2 295 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"823" "LPexper.20171121.LPexper.OvercastWits" 83 3 305 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"824" "LPexper.20171121.LPexper.OvercastWits" 83 4 295 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"825" "LPexper.20171121.LPexper.OvercastWits" 83 5 45 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"826" "LPexper.20171121.LPexper.OvercastWits" 83 6 20 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"827" "LPexper.20171121.LPexper.OvercastWits" 83 7 20 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"828" "LPexper.20171121.LPexper.OvercastWits" 83 8 15 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"829" "LPexper.20171121.LPexper.OvercastWits" 83 9 30 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"830" "LPexper.20171121.LPexper.OvercastWits" 83 10 355 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"831" "LPexper.20171121.LPexper.OvercastWits" 84 1 255 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"832" "LPexper.20171121.LPexper.OvercastWits" 84 2 270 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"833" "LPexper.20171121.LPexper.OvercastWits" 84 3 250 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"834" "LPexper.20171121.LPexper.OvercastWits" 84 4 265 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"835" "LPexper.20171121.LPexper.OvercastWits" 84 5 255 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"836" "LPexper.20171121.LPexper.OvercastWits" 84 6 250 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"837" "LPexper.20171121.LPexper.OvercastWits" 84 7 265 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"838" "LPexper.20171121.LPexper.OvercastWits" 84 8 270 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"839" "LPexper.20171121.LPexper.OvercastWits" 84 9 255 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"840" "LPexper.20171121.LPexper.OvercastWits" 84 10 270 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"841" "LPexper.20171121.LPexper.OvercastWits" 85 1 35 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"842" "LPexper.20171121.LPexper.OvercastWits" 85 2 25 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"843" "LPexper.20171121.LPexper.OvercastWits" 85 3 20 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"844" "LPexper.20171121.LPexper.OvercastWits" 85 4 30 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"845" "LPexper.20171121.LPexper.OvercastWits" 85 5 20 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"846" "LPexper.20171121.LPexper.OvercastWits" 85 6 25 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"847" "LPexper.20171121.LPexper.OvercastWits" 85 7 15 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"848" "LPexper.20171121.LPexper.OvercastWits" 85 8 20 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"849" "LPexper.20171121.LPexper.OvercastWits" 85 9 25 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"850" "LPexper.20171121.LPexper.OvercastWits" 85 10 5 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"851" "LPexper.20171121.LPexper.OvercastWits" 86 1 280 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"852" "LPexper.20171121.LPexper.OvercastWits" 86 2 290 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"853" "LPexper.20171121.LPexper.OvercastWits" 86 3 285 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"854" "LPexper.20171121.LPexper.OvercastWits" 86 4 280 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"855" "LPexper.20171121.LPexper.OvercastWits" 86 5 260 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"856" "LPexper.20171121.LPexper.OvercastWits" 86 6 290 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"857" "LPexper.20171121.LPexper.OvercastWits" 86 7 285 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"858" "LPexper.20171121.LPexper.OvercastWits" 86 8 300 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"859" "LPexper.20171121.LPexper.OvercastWits" 86 9 305 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"860" "LPexper.20171121.LPexper.OvercastWits" 86 10 295 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"861" "LPexper.20171121.LPexper.OvercastWits" 87 1 310 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"862" "LPexper.20171121.LPexper.OvercastWits" 87 2 290 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"863" "LPexper.20171121.LPexper.OvercastWits" 87 3 250 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"864" "LPexper.20171121.LPexper.OvercastWits" 87 4 295 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"865" "LPexper.20171121.LPexper.OvercastWits" 87 5 285 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"866" "LPexper.20171121.LPexper.OvercastWits" 87 6 290 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"867" "LPexper.20171121.LPexper.OvercastWits" 87 7 265 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"868" "LPexper.20171121.LPexper.OvercastWits" 87 8 270 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"869" "LPexper.20171121.LPexper.OvercastWits" 87 9 265 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"870" "LPexper.20171121.LPexper.OvercastWits" 87 10 180 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"871" "LPexper.20171121.LPexper.OvercastWits" 88 1 285 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"872" "LPexper.20171121.LPexper.OvercastWits" 88 2 280 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"873" "LPexper.20171121.LPexper.OvercastWits" 88 3 285 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"874" "LPexper.20171121.LPexper.OvercastWits" 88 4 260 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"875" "LPexper.20171121.LPexper.OvercastWits" 88 5 260 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"876" "LPexper.20171121.LPexper.OvercastWits" 88 6 250 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"877" "LPexper.20171121.LPexper.OvercastWits" 88 7 260 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"878" "LPexper.20171121.LPexper.OvercastWits" 88 8 260 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"879" "LPexper.20171121.LPexper.OvercastWits" 88 9 240 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"880" "LPexper.20171121.LPexper.OvercastWits" 88 10 250 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"881" "LPexper.20171121.LPexper.OvercastWits" 89 1 150 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"882" "LPexper.20171121.LPexper.OvercastWits" 89 2 145 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"883" "LPexper.20171121.LPexper.OvercastWits" 89 3 140 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"884" "LPexper.20171121.LPexper.OvercastWits" 89 4 160 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"885" "LPexper.20171121.LPexper.OvercastWits" 89 5 155 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"886" "LPexper.20171121.LPexper.OvercastWits" 89 6 140 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"887" "LPexper.20171121.LPexper.OvercastWits" 89 7 190 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"888" "LPexper.20171121.LPexper.OvercastWits" 89 8 165 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"889" "LPexper.20171121.LPexper.OvercastWits" 89 9 175 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"890" "LPexper.20171121.LPexper.OvercastWits" 89 10 180 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"891" "LPexper.20171121.LPexper.OvercastWits" 90 1 160 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"892" "LPexper.20171121.LPexper.OvercastWits" 90 2 165 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"893" "LPexper.20171121.LPexper.OvercastWits" 90 3 165 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"894" "LPexper.20171121.LPexper.OvercastWits" 90 4 155 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"895" "LPexper.20171121.LPexper.OvercastWits" 90 5 155 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"896" "LPexper.20171121.LPexper.OvercastWits" 90 6 160 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"897" "LPexper.20171121.LPexper.OvercastWits" 90 7 155 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"898" "LPexper.20171121.LPexper.OvercastWits" 90 8 175 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"899" "LPexper.20171121.LPexper.OvercastWits" 90 9 185 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"900" "LPexper.20171121.LPexper.OvercastWits" 90 10 180 "Overcast
Urban" TRUE TRUE "OvercastUrban"
"901" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 1 20 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"902" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 2 270 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"903" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 3 300 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"904" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 4 275 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"905" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 5 240 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"906" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 6 240 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"907" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 7 250 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"908" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 8 250 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"909" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 9 240 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"910" "LPexper.20181128.LowMWayandMushrooms.Wits" 91 10 215 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"911" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 1 160 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"912" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 2 220 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"913" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 3 155 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"914" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 4 180 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"915" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 5 155 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"916" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 6 150 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"917" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 7 260 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"918" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 8 240 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"919" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 9 265 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"920" "LPexper.20181128.LowMWayandMushrooms.Wits" 92 10 220 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"921" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 1 350 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"922" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 2 350 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"923" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 3 335 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"924" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 4 55 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"925" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 5 30 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"926" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 6 215 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"927" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 7 200 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"928" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 8 260 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"929" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 9 195 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"930" "LPexper.20181128.LowMWayandMushrooms.Wits" 93 10 170 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"931" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 1 160 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"932" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 2 180 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"933" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 3 180 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"934" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 4 180 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"935" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 5 230 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"936" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 6 255 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"937" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 7 255 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"938" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 8 235 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"939" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 9 180 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"940" "LPexper.20181128.LowMWayandMushrooms.Wits" 94 10 NA "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"941" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 1 340 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"942" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 2 340 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"943" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 3 330 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"944" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 4 320 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"945" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 5 330 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"946" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 6 315 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"947" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 7 335 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"948" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 8 320 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"949" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 9 300 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"950" "LPexper.20181128.LowMWayandMushrooms.Wits" 95 10 335 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"951" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 1 330 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"952" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 2 330 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"953" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 3 70 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"954" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 4 70 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"955" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 5 80 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"956" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 6 80 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"957" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 7 75 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"958" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 8 70 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"959" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 9 70 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"960" "LPexper.20181128.LowMWayandMushrooms.Wits" 96 10 45 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"961" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 1 300 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"962" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 2 300 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"963" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 3 300 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"964" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 4 340 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"965" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 5 310 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"966" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 6 345 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"967" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 7 330 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"968" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 8 350 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"969" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 9 310 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"970" "LPexper.20181128.LowMWayandMushrooms.Wits" 97 10 320 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"971" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 1 260 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"972" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 2 230 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"973" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 3 255 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"974" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 4 260 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"975" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 5 250 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"976" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 6 240 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"977" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 7 235 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"978" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 8 240 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"979" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 9 245 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"980" "LPexper.20181128.LowMWayandMushrooms.Wits" 98 10 250 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"981" "LPexper.20181128.LowMWayandMushrooms.Wits" 99 1 130 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"982" "LPexper.20181128.LowMWayandMushrooms.Wits" 99 2 0 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"983" "LPexper.20181128.LowMWayandMushrooms.Wits" 99 3 155 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"984" "LPexper.20181128.LowMWayandMushrooms.Wits" 99 4 150 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
"985" "LPexper.20181128.LowMWayandMushrooms.Wits" 99 5 85 "\"Mushrooms\"
Urban" TRUE TRUE "MushroomsUrban"
